num_consumers,num_goods,type_market,noise_factor,target_eps,final_epsilon,total_num_samples,total_pruned_0,total_pruned_1,total_pruned_2
5,5,uniform_random_distribution,4.0,0.1,0.07552671618285915,1446470,20,0,0
5,5,uniform_random_distribution,4.0,0.1,0.07663559507223708,3060426,9,4,0
5,5,uniform_random_distribution,4.0,0.1,0.07552671618285915,1507374,18,2,0
5,5,uniform_random_distribution,4.0,0.1,0.07552671618285915,1537826,17,3,0
5,5,uniform_random_distribution,4.0,0.1,0.07677545332411828,3212686,10,2,0
5,5,uniform_random_distribution,4.0,0.1,0.07552671618285915,1537826,17,3,0
5,5,uniform_random_distribution,4.0,0.1,0.07552671618285915,1629182,14,6,0
5,5,uniform_random_distribution,4.0,0.1,0.07603266516697466,2420934,12,2,3
5,5,uniform_random_distribution,4.0,0.1,0.07552671618285915,1507374,18,2,0
5,5,uniform_random_distribution,4.0,0.1,0.07552671618285915,1690086,12,8,0
5,5,uniform_random_distribution,4.0,0.05,0.03776359061129817,5785830,20,0,0
5,5,uniform_random_distribution,4.0,0.05,0.03776359061129817,5785830,20,0,0
5,5,uniform_random_distribution,4.0,0.05,0.03776359061129817,6516670,18,0,2
5,5,uniform_random_distribution,4.0,0.05,0.03776359061129817,5785830,20,0,0
5,5,uniform_random_distribution,4.0,0.05,0.03776359061129817,5785830,20,0,0
5,5,uniform_random_distribution,4.0,0.05,0.03776359061129817,6516670,18,0,2
5,5,uniform_random_distribution,4.0,0.05,0.03801656666099271,8343768,17,0,0
5,5,uniform_random_distribution,4.0,0.05,0.038095458083984325,9196414,16,0,0
5,5,uniform_random_distribution,4.0,0.05,0.03776359061129817,6516670,18,0,2
5,5,uniform_random_distribution,4.0,0.05,0.03793507571544842,7491122,18,0,0
5,5,uniform_random_distribution,4.0,0.05,0.03776359061129817,6516670,18,0,2
5,5,uniform_random_distribution,4.0,0.05,0.03776359061129817,5785830,20,0,0
5,5,uniform_random_distribution,4.0,0.05,0.03776359061129817,6760284,16,2,2
5,5,uniform_random_distribution,4.0,0.05,0.03801656666099271,8343768,17,0,0
5,5,uniform_random_distribution,4.0,0.05,0.03801656666099271,8343768,17,0,0
5,5,preferred_good_distribution,1.0,0.2,0.15173714483270995,350150,9,7,2
5,5,preferred_good_distribution,1.0,0.2,0.15173714483270995,321950,15,1,2
5,5,preferred_good_distribution,1.0,0.2,0.1535486563742144,500550,9,3,0
5,5,preferred_good_distribution,1.0,0.2,0.1526844480463315,425350,9,5,1
5,5,preferred_good_distribution,1.0,0.2,0.1526844480463315,401850,12,3,0
5,5,preferred_good_distribution,1.0,0.2,0.1523786609553003,420650,10,2,4
5,5,preferred_good_distribution,1.0,0.2,0.15173714483270995,289050,18,0,0
5,5,preferred_good_distribution,1.0,0.2,0.1543428618040602,585150,9,0,0
5,5,preferred_good_distribution,1.0,0.2,0.1526844480463315,406550,11,4,0
5,5,preferred_good_distribution,1.0,0.2,0.15173714483270995,307850,14,4,0
5,5,preferred_good_distribution,1.0,0.2,0.15105121869194568,223250,20,0,0
5,5,preferred_good_distribution,1.0,0.2,0.15326894396967092,477050,10,2,1
5,5,preferred_good_distribution,1.0,0.2,0.1529810346246004,444150,9,5,0
5,5,preferred_good_distribution,1.0,0.2,0.15382061370392447,524050,10,1,0
5,5,preferred_good_distribution,1.0,0.2,0.15173714483270995,406550,7,4,7
5,5,preferred_good_distribution,1.0,0.15,0.11473615740577782,747829,14,0,0
5,5,preferred_good_distribution,1.0,0.15,0.1138032369603906,530585,16,2,0
5,5,preferred_good_distribution,1.0,0.15,0.1138032369603906,564007,16,0,2
5,5,preferred_good_distribution,1.0,0.15,0.11451371673257803,764541,12,0,3
5,5,preferred_good_distribution,1.0,0.15,0.11536584380864673,1048631,6,0,5
5,5,preferred_good_distribution,1.0,0.15,0.11516187513327569,923297,9,1,2
5,5,preferred_good_distribution,1.0,0.15,0.11495209013244338,856452,11,0,2
5,5,preferred_good_distribution,1.0,0.15,0.11328879064455419,396895,20,0,0
5,5,preferred_good_distribution,1.0,0.15,0.11451371673257803,714407,14,0,1
5,5,preferred_good_distribution,1.0,0.15,0.1138032369603906,547297,14,4,0
5,5,preferred_good_distribution,1.0,0.15,0.11328879064455419,413607,18,2,0
5,5,preferred_good_distribution,1.0,0.15,0.11328879064455419,513875,14,2,4
5,5,preferred_good_distribution,1.0,0.15,0.11428437565186628,689341,13,1,2
5,5,preferred_good_distribution,1.0,0.15,0.1138032369603906,622498,11,4,3
5,5,preferred_good_distribution,1.0,0.15,0.11536584380864673,948363,10,0,1
5,5,preferred_good_distribution,1.0,0.1,0.07586958132707021,1156179,18,0,0
5,5,preferred_good_distribution,1.0,0.1,0.07634323923256524,1607370,12,3,0
5,5,preferred_good_distribution,1.0,0.1,0.07586958132707021,1156179,18,0,0
5,5,preferred_good_distribution,1.0,0.1,0.0767753491426873,2077359,9,1,2
5,5,preferred_good_distribution,1.0,0.1,0.07586958132707021,1156179,18,0,0
5,5,preferred_good_distribution,1.0,0.1,0.07552661369591797,1043383,16,2,2
5,5,preferred_good_distribution,1.0,0.1,0.07586958132707021,1156179,18,0,0
5,5,preferred_good_distribution,1.0,0.1,0.07649153449372423,1682567,14,0,0
5,5,preferred_good_distribution,1.0,0.1,0.07634323923256524,1644969,12,2,1
5,5,preferred_good_distribution,1.0,0.1,0.07586958132707021,1231379,14,4,0
5,5,preferred_good_distribution,1.0,0.1,0.07586958132707021,1193779,16,2,0
5,5,preferred_good_distribution,1.0,0.1,0.07619034365385023,1475772,15,0,1
5,5,preferred_good_distribution,1.0,0.1,0.07619034365385023,1475772,15,0,1
5,5,preferred_good_distribution,1.0,0.1,0.07586958132707021,1156179,18,0,0
5,5,preferred_good_distribution,1.0,0.1,0.07619034365385023,1569772,10,5,1
5,5,preferred_good_distribution,1.0,0.05,0.037763557942958124,3571870,20,0,0
5,5,preferred_good_distribution,1.0,0.05,0.03809542512855401,6128568,14,0,2
5,5,preferred_good_distribution,1.0,0.05,0.037763557942958124,3571870,20,0,0
5,5,preferred_good_distribution,1.0,0.05,0.037763557942958124,4173446,16,2,2
5,5,preferred_good_distribution,1.0,0.05,0.037935042898760894,5151007,15,1,2
5,5,preferred_good_distribution,1.0,0.05,0.037935042898760894,4624628,18,0,0
5,5,preferred_good_distribution,1.0,0.05,0.037763557942958124,3571870,20,0,0
